        52697.463890    16.338     0.102
        52697.479296    16.298     0.055
        52706.434436    16.128     0.043
        52706.447082    16.079     0.039
        52706.459840    16.113     0.041
        52706.472902    16.159     0.041
        52706.485826    16.168     0.041
        52724.432705    16.139     0.046
        52724.445203    16.151     0.046
        52724.445317    16.057     0.043
        52724.457261    16.144     0.049
        52724.457378    15.971     0.043
        52724.469217    16.215     0.053
        52724.481273    16.248     0.054
        52753.329238    16.149     0.051
        52753.329589    16.103     0.046
        52753.342133    16.237     0.053
        52753.342484    16.139     0.046
        52753.355475    16.189     0.048
        52753.355826    16.085     0.041
        52753.368387    16.213     0.049
        52753.368741    16.143     0.043
        52753.380733    16.210     0.048
        52753.381283    16.118     0.045
        52771.327339    16.159     0.057
        52771.339191    16.175     0.057
        52771.350985    16.119     0.054
        52771.362653    16.118     0.054
        52771.374150    16.130     0.054
        52797.271687    16.357     0.065
        52797.281746    16.316     0.061
        52797.291773    16.252     0.055
        52797.301837    16.213     0.054
        52797.311919    16.195     0.050
        52811.269717    16.228     0.048
        52811.279387    16.222     0.048
        52811.289213    16.178     0.046
        52811.298935    16.148     0.046
        52811.308724    16.119     0.044
        52826.226332    16.204     0.052
        52826.236280    16.094     0.046
        52826.246141    16.142     0.046
        52826.256102    16.152     0.046
        52826.266044    16.176     0.048
        52848.211038    16.148     0.052
        52848.221313    16.166     0.055
        52848.231697    16.114     0.054
        52848.242336    16.086     0.050
        52848.252716    16.120     0.057
        52904.109941    16.136     0.043
        52904.122024    16.172     0.044
        52904.134092    16.182     0.046
        52904.146106    16.203     0.050
        52904.158459    16.283     0.059
        53051.451838    16.153     0.039
        53051.463501    16.139     0.041
        53051.475103    16.225     0.043
        53051.486709    16.283     0.043
        53051.498404    16.342     0.044
        53078.471784    16.272     0.073
        53094.441397    16.193     0.028
        53094.451750    16.176     0.026
        53094.462200    16.140     0.026
        53094.472590    16.116     0.026
        53109.352974    16.216     0.051
        53109.362968    16.213     0.049
        53109.372854    16.150     0.046
        53109.382824    16.091     0.043
        53109.392752    16.135     0.045
        53137.304910    16.466     0.059
        53137.314569    16.542     0.064
        53137.324709    16.519     0.059
        53137.334322    16.526     0.058
        53137.343814    16.378     0.051
        53165.288776    16.318     0.059
        53165.298623    16.348     0.066
        53165.308442    16.523     0.078
        53165.318254    16.520     0.078
        53165.328182    16.612     0.092
        53179.240831    16.115     0.033
        53179.250834    16.148     0.033
        53179.260833    16.137     0.033
        53179.270836    16.232     0.068
        53242.140727    16.093     0.048
        53242.150534    16.064     0.050
        53242.160340    16.106     0.052
        53242.170148    16.132     0.054
        53242.179959    16.200     0.059
        53264.114322    16.155     0.040
        53264.125861    16.096     0.040
        53264.137490    16.119     0.040
        53264.148954    16.152     0.043
        53264.160350    16.125     0.043
        53442.374157    16.137     0.046
        53442.384922    16.115     0.046
        53442.395726    16.115     0.043
        53442.406554    16.076     0.041
        53442.417447    16.163     0.043
        53501.378348    16.469     0.061
        53501.391069    16.554     0.065
        53501.405593    16.513     0.063
        53501.418083    16.481     0.057
        53501.429936    16.326     0.050
        53505.271827    16.191     0.068
        53505.281144    16.140     0.068
        53505.290448    16.175     0.067
        53505.300519    16.171     0.068
        53505.309857    16.234     0.072
        53529.270051    16.128     0.052
        53529.281116    16.115     0.046
        53529.292399    16.110     0.048
        53529.305163    16.073     0.044
        53529.316362    16.157     0.044
        53534.257595    16.335     0.055
        53534.267293    16.462     0.063
        53534.276999    16.493     0.063
        53534.286890    16.524     0.067
        53534.296802    16.462     0.061
        53552.231082    16.211     0.055
        53552.241038    16.192     0.057
        53552.250966    16.173     0.055
        53552.260977    16.273     0.059
        53552.270924    16.234     0.055
        53582.215953    16.163     0.080
        53582.227313    16.187     0.087
        53582.238446    16.220     0.065
        53582.249570    16.199     0.067
        53582.260687    16.278     0.081
        53625.117683    16.021     0.055
        53625.129073    16.065     0.057
        53625.140472    16.003     0.055
        53625.151843    16.135     0.061
        53625.163218    16.170     0.067
        53813.470357    16.476     0.098
        53813.481368    16.500     0.098
        53813.492380    16.403     0.089
        53844.351119    16.391     0.081
        53844.362183    16.433     0.086
        53844.373189    16.421     0.083
        53844.384423    16.408     0.078
        53853.346337    16.166     0.056
        53853.357012    16.107     0.048
        53853.367715    16.085     0.048
        53853.378545    16.118     0.048
        53853.389586    16.139     0.049
        53887.283447    16.421     0.074
        53887.294427    16.378     0.068
        53887.305427    16.252     0.061
        53887.316441    16.228     0.061
        53887.327520    16.158     0.055
        53902.279538    16.068     0.059
        53902.289321    16.146     0.069
        53902.299181    16.104     0.068
        53902.309527    16.174     0.076
        53902.321061    16.251     0.084
        53931.222585    16.319     0.085
        53940.220216    16.208     0.069
        53940.230672    16.121     0.076
        53940.241162    16.215     0.099
        53940.251911    16.139     0.091
        53940.262463    16.168     0.109
        53979.158143    16.281     0.068
        54000.105989    16.162     0.046
        54000.118132    16.120     0.045
        54000.130240    16.167     0.048
        54000.153641    16.420     0.068
        54000.166161    16.567     0.078
        54007.090298    16.295     0.059
        54007.102717    16.292     0.059
        54007.115251    16.217     0.059
        54007.127685    16.236     0.063
        54007.141277    16.133     0.059
        54154.449775    16.524     0.068
        54154.461379    16.331     0.056
        54154.473084    16.263     0.054
        54154.484504    16.211     0.051
        54154.495928    16.138     0.046
        54205.362578    16.239     0.048
        54205.371933    16.204     0.049
        54205.381206    16.174     0.048
        54205.390560    16.178     0.045
        54205.400349    16.144     0.041
        54560.361520    16.170     0.028
        54560.372969    16.146     0.026
        54560.384398    16.112     0.024
        54560.395810    16.107     0.024
        54560.407255    16.115     0.024
        54581.332547    16.253     0.086
        54581.342218    16.377     0.096
        54581.352064    16.327     0.086
        54581.361748    16.350     0.089
        54581.372120    16.374     0.087
        54612.292470    16.446     0.081
        54612.301234    16.500     0.086
        54612.309765    16.431     0.083
        54612.318339    16.461     0.084
        54612.326798    16.268     0.073
